SchoolName,Location_Code,District,Zip,Economic_Need_Index,School_Income_Estimate,Minorities,Black_or_Hispanic,Percent Hispanic,White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction,Collaborative_Teachers,Supportive_Environment,Effective_School_Leadership,Strong_Family-Community_Ties,Trust,Average_ELA_Proficiency,Average_Math_Proficiency,ELAPassRate,ELApass,ELAWhiteRate,MathTesters,Mathpass,Mathpassrate,MathWhitePass,ELA_limited_pass,ELA_eco_pass,Math_limited_pass,Math_eco_pass,Latitude,Longitude
P.S._66_SCHOOL_OF_HIGHER_EXPECTATIONS,12X66,12,146,0.892,27311.75,0.98,0.98,0.71,0.2,0.92,0.31,0.87,0.85,0.87,0.69,0.82,0.87,2.2,2.2,0.22,6,,278,14,0.5,,,0.833,0.71,0.786,40.831394,-73.886584
P.S._67_MOHEGAN_SCHOOL,12X67,12,146,0.98,21576.71,1,0.99,0.74,,0.91,0.38,0.87,0.84,0.85,0.73,0.8,0.79,2.19,2.3,0.35,9,,26,8,0.31,,,0.667,,0.875,40.843884,-73.884317
P.S._92_BRONX,12X92,12,1457,0.923,24153.23,0.99,0.96,0.77,0.1,0.9,0.42,0.82,0.78,0.81,0.65,0.85,0.85,2,1.9,0.5,1,,187,1,0.5,,,,,1,40.846335,-73.889323
J.H.S._98_HERMAN_RIDDER,12X98,12,146,0.865,,0.98,0.96,0.67,0.2,0.9,0.35,0.85,0.9,0.76,0.87,0.91,0.92,2.7,2.15,0.13,2,,151,5,0.33,,,,0.2,0.2,40.835821,-73.890983
M.S._129_ACADEMY_FOR_INDEPENDENT_LEARNING_AND_LEADERSHIP,12X129,12,146,0.91,,0.99,0.95,0.63,0.1,0.92,0.28,0.89,0.92,0.86,0.88,0.83,0.94,2.26,2.25,0.59,28,,48,33,0.69,,,1,,0.939,40.845682,-73.886532
P.S._134_GEORGE_F._BRISTOW,12X134,12,1459,0.889,25141.36,0.98,0.96,0.5,0.2,0.91,0.37,0.83,0.84,0.87,0.72,0.82,0.84,2.33,2.35,0.3,9,,297,12,0.4,,,,0.83,,40.831595,-73.894227
P.S._15_CHARLES_JAMES_FOX,12X15,12,1459,0.877,24836.47,0.99,0.97,0.76,0.1,0.91,0.35,0.92,0.91,0.9,0.81,0.84,0.93,2.19,2.26,0.36,14,,46,2,0.49,,,0.143,0.15,0.5,40.826198,-73.894273
E.S.M.T-_I.S._19,12X19,12,146,0.852,,0.99,0.96,0.71,0.1,0.93,0.24,0.87,0.84,0.8,0.74,0.77,0.82,2.25,2.22,0.41,9,,214,5,0.23,,,0.778,,1,40.836359,-73.89275
P.S._195,12X195,12,1472,0.913,27483.68,1,0.96,0.8,,0.92,0.29,0.9,0.91,0.89,0.82,0.85,0.92,2.7,2.19,0.14,6,,438,7,0.16,,,0.667,,0.714,40.830906,-73.877497
P.S._196,12X196,12,1472,0.859,27834.71,0.99,0.95,0.78,0.1,0.93,0.27,0.82,0.74,0.79,0.69,0.76,0.77,2.24,2.39,0.28,12,,452,23,0.51,,,0.75,0.87,0.69,40.830906,-73.877497
P.S._211,12X211,12,1457,0.869,23881.24,0.99,0.98,0.84,0.1,0.92,0.3,0.87,0.79,0.86,0.65,0.82,0.81,2.22,2.36,0.22,7,,36,29,0.81,,,0.143,0.69,0.759,40.84385,-73.890063
P.S._212,12X212,12,1456,0.891,26962.88,0.99,0.95,0.61,0.1,0.91,0.35,0.89,0.9,0.84,0.84,0.78,0.9,2.15,2.26,0.19,5,,275,6,0.22,,,0.6,,0.333,40.828715,-73.900452
P.S._214,12X214,12,146,0.867,26979.39,0.99,0.95,0.7,0.1,0.91,0.33,0.85,0.89,0.82,0.86,0.78,0.9,2.24,2.36,0.41,27,,647,48,0.74,,,0.741,,0.78,40.839183,-73.88028
SCHOOL_OF_PERFORMING_ARTS,12X217,12,1459,0.87,,0.99,0.96,0.67,0.1,0.9,0.38,0.79,0.77,0.71,0.73,0.82,0.82,2.11,1.98,0.7,2,,285,2,0.7,,,1,,1,40.822084,-73.894038
MOTT_HALL_V,12X242,12,1472,0.795,,0.99,0.94,0.76,0.1,0.94,0.22,0.82,0.87,0.89,0.8,0.74,0.92,2.36,2.31,0.38,11,,293,7,0.24,,,0.818,,1,40.831694,-73.877464
BRONX_LATIN,12X267,12,1456,0.835,,1,0.98,0.77,,0.94,0.13,0.93,0.97,0.91,0.96,0.87,0.96,2.34,2.33,0.75,17,,184,6,0.33,,,,,0.667,40.827387,-73.900529
EAST_BRONX_ACADEMY_FOR_THE_FUTURE,12X271,12,146,0.853,,0.99,0.98,0.72,0.1,0.87,0.48,0.85,0.91,0.84,0.92,0.75,0.93,2.23,2.16,0.26,6,,234,9,0.38,,,0.5,,1,40.836839,-73.887671
FREDERICK_DOUGLASS_ACADEMY_V._MIDDLE_SCHOOL,12X273,12,1457,0.823,,0.99,0.97,0.67,0.1,0.9,0.37,0.81,0.92,0.8,0.89,0.78,0.92,2.25,2.19,0.21,5,,235,8,0.34,,,0.8,,0.875,40.848711,-73.888912
FANNIE_LOU_HAMER_MIDDLE_SCHOOL,12X286,12,146,0.843,,0.99,0.97,0.71,0.1,0.92,0.2,0.89,0.94,0.86,0.93,0.8,0.94,2.23,2.17,0.3,7,,242,5,0.21,,,1,,1,40.831394,-73.886584
THE_SCHOOL_OF_SCIENCE_AND_APPLIED_LEARNING,12X3,12,1457,0.917,2163.69,0.99,0.98,0.59,0.1,0.89,0.46,0.93,0.94,0.91,0.9,0.88,0.96,2.15,2.18,0.15,4,,272,6,0.22,,,0.75,,0.667,40.84624,-73.887388
FAIRMONT_NEIGHBORHOOD_SCHOOL,12X314,12,146,0.879,24333.94,0.98,0.98,0.57,0.2,0.91,0.36,0.7,0.76,0.9,0.67,0.82,0.84,,,,,,115,,,,,,,,40.834237,-73.887144
KAPPA_III,12X316,12,146,0.841,,0.98,0.95,0.65,0.2,0.94,0.19,0.92,0.93,0.86,0.89,0.8,0.94,2.43,2.52,0.53,18,,342,35,0.12,,,0.833,,0.914,40.845682,-73.886532
"I.S._X318_MATH,_SCIENCE_&_TECHNOLOGY_THROUGH_ARTS",12X318,12,1457,0.878,,0.98,0.97,0.7,0.2,0.88,0.38,0.85,0.79,0.83,0.73,0.79,0.9,2.15,2.16,0.4,1,,26,4,0.15,,,,,,40.84385,-73.890063
ACCION_ACADEMY,12X341,12,1457,0.93,,0.97,0.95,0.69,0.3,0.88,0.4,0.85,0.91,0.83,0.87,0.8,0.92,2.2,2.7,0.49,7,,14,3,0.21,,,0.857,,0.667,40.842605,-73.890915
URBAN_ASSEMBLY_SCHOOL_FOR_WILDLIFE_CONSERVATION,12X372,12,146,0.89,,0.98,0.96,0.69,0.2,0.87,0.42,0.9,0.76,0.83,0.62,0.78,0.79,2.27,2.24,0.11,2,,19,2,0.11,,,1,,1,40.843884,-73.884317
EMOLIOR_ACADEMY,12X383,12,146,0.839,,0.98,0.89,0.64,0.2,0.9,0.37,0.76,0.84,0.82,0.83,0.83,0.92,2.22,2.33,0.21,5,,239,5,0.21,,,1,,1,40.839183,-73.88028
ENTRADA_ACADEMY,12X384,12,1459,0.868,,0.99,0.96,0.8,0.1,0.92,0.23,0.74,0.73,0.8,0.7,0.77,0.85,2.4,1.97,0.14,3,,254,1,0.4,,,0.333,,,40.822084,-73.894038
URBAN_SCHOLARS_COMMUNITY_SCHOOL,12X463,12,1456,0.915,28867.61,0.99,0.99,0.52,0.1,0.92,0.33,0.96,0.91,0.89,0.86,0.87,0.93,2.13,2.1,0.32,4,,125,4,0.32,,,1,,1,40.828715,-73.900452
ARCHER_ELEMENTARY_SCHOOL,12X531,12,146,0.848,33924.52,0.98,0.85,0.59,0.2,0.93,0.24,0.88,0.89,0.87,0.9,0.83,0.93,2.11,2.23,0.27,6,,228,16,0.7,,,0.333,0.63,0.563,40.838212,-73.866026
P.S._536,12X536,12,146,0.853,32464.21,0.98,0.91,0.71,0.2,0.91,0.36,0.97,0.93,0.96,0.89,0.83,0.93,2.24,2.36,0.34,6,,19,8,0.42,,,0.5,,0.875,40.838212,-73.866026
BRONX_LITTLE_SCHOOL,12X691,12,146,0.798,33229.57,0.98,0.87,0.69,0.2,0.92,0.31,0.87,0.78,0.84,0.71,0.82,0.88,2.3,2.36,0.29,5,,173,5,0.29,,,0.4,,0.4,40.838212,-73.866026
P.S._3_THE_BEDFORD_VILLAGE,13K3,13,11216,0.819,48164.74,0.98,0.83,0.12,0.2,0.92,0.33,0.9,0.86,0.92,0.83,0.87,0.9,2.46,2.48,0.133,24,,185,26,0.141,,,0.625,,0.654,40.682307,-73.955241
P.S._8_ROBERT_FULTON,13K8,13,1121,0.179,111743.74,0.39,0.25,0.11,0.61,0.96,0.8,0.91,0.93,0.84,0.9,0.92,0.92,3.19,3.17,0.311,141,0.695,43,151,0.351,0.695,,0.57,,0.46,40.700728,-73.992805
P.S._9_TEUNIS_G._BERGEN,13K9,13,11238,0.437,7839.92,0.72,0.59,0.14,0.28,0.94,0.18,0.92,0.94,0.96,0.87,0.94,0.95,2.85,2.82,0.239,64,0.422,264,7,0.265,0.443,,0.219,,0.214,40.678584,-73.96634
P.S._11_PURVIS_J._BEHAN,13K11,13,11238,0.483,5593.76,0.88,0.79,0.11,0.12,0.94,0.16,0.92,0.89,0.95,0.85,0.9,0.9,2.92,3.15,0.357,124,0.145,347,155,0.447,0.129,,0.347,,0.342,40.685623,-73.965851
P.S._2_CLINTON_HILL,13K2,13,1125,0.641,6844.69,0.84,0.75,0.21,0.16,0.91,0.32,0.91,0.95,0.92,0.89,0.92,0.95,2.4,2.53,0.126,17,,134,15,0.112,,,0.235,,0.67,40.691059,-73.971016
P.S._44_MARCUS_GARVEY,13K44,13,11221,0.872,41143.63,0.98,0.93,0.11,0.2,0.9,0.37,0.88,0.87,0.8,0.75,0.85,0.91,2.27,2.31,0.39,3,,78,4,0.51,,,,,0.25,40.686208,-73.940924
P.S._46_EDWARD_C._BLUM,13K46,13,1125,0.88,37632.19,0.98,0.95,0.45,0.2,0.89,0.44,0.92,0.95,0.93,0.88,0.83,0.93,2.27,2.32,0.33,5,,154,11,0.71,,,0.8,,1,40.694425,-73.971627
P.S._54_SAMUEL_C._BARNES,13K54,13,1125,0.853,37511.84,1,0.93,0.37,,0.9,0.42,0.93,0.92,0.87,0.85,0.9,0.93,2.4,2.9,0.63,5,,82,1,0.12,,,,,,40.692697,-73.952501
P.S._56_LEWIS_H._LATIMER,13K56,13,11238,0.786,52763.92,0.95,0.9,0.1,0.5,0.92,0.32,0.93,0.95,0.95,0.86,0.9,0.97,2.54,2.82,0.71,6,,87,2,0.23,,,,,0.5,40.684336,-73.960549
P.S._67_CHARLES_A._DORSEY,13K67,13,1125,0.938,3914.78,0.99,0.88,0.35,0.1,0.91,0.36,0.94,0.89,0.91,0.82,0.87,0.89,2.9,2.15,0.36,4,,112,7,0.63,,,,,0.429,40.695143,-73.977889
P.S._93_WILLIAM_H._PRESCOTT,13K93,13,11216,0.842,43872.26,0.96,0.73,0.03,0.4,0.89,0.39,0.9,0.87,0.81,0.72,0.85,0.86,2.32,2.36,0.52,6,,118,4,0.34,,,,,,40.678907,-73.9465
M.S._113_RONALD_EDMONDS_LEARNING_CENTER,13K113,13,1125,0.797,,0.98,0.93,0.18,0.2,0.92,0.28,0.81,0.79,0.83,0.73,0.76,0.85,2.31,2.21,0.43,15,,296,2,0.7,,,0.867,,1,40.688432,-73.971169
P.S._133_WILLIAM_A._BUTLER,13K133,13,11217,0.447,67861.67,0.69,0.59,0.32,0.31,0.94,0.16,0.98,0.97,0.93,0.93,0.92,0.96,2.52,2.43,0.115,19,0.53,169,29,0.172,0.241,,0.158,,0.27,40.680088,-73.980577
P.S._256_BENJAMIN_BANNEKER,13K256,13,11216,0.882,38385.6,0.98,0.96,0.27,0.2,0.88,0.51,0.91,0.9,0.92,0.78,0.85,0.91,2.41,2.48,0.76,9,,116,12,0.13,,,0.333,,0.583,40.690482,-73.94971
DR._SUSAN_S._MCKINNEY_SECONDARY_SCHOOL_OF_THE_ARTS,13K265,13,1125,0.782,,1,0.96,0.23,,0.91,0.36,0.86,0.85,0.81,0.85,0.79,0.87,2.24,2.8,0.1,1,,12,,,,,,,,40.697012,-73.976044
M.S._K266_-_PARK_PLACE_COMMUNITY_MIDDLE_SCHOOL,13K266,13,11216,0.689,,0.99,0.98,0.19,0.1,0.91,0.33,0.84,0.88,0.75,0.85,0.85,0.92,2.23,2.1,0.34,4,,117,3,0.26,,,0.75,,1,40.678907,-73.9465
P.S._27_JOHANN_DEKALB,13K27,13,1125,0.886,463.12,0.99,0.93,0.24,0.1,0.89,0.44,0.82,0.8,0.84,0.71,0.82,0.88,2.18,2.2,0.19,1,,53,2,0.38,,,1,,1,40.689626,-73.961094
P.S._282_PARK_SLOPE,13K282,13,11217,0.555,6425.89,0.91,0.85,0.25,0.9,0.92,0.26,0.89,0.78,0.82,0.75,0.89,0.86,2.52,2.51,0.132,69,0.11,496,75,0.151,0.93,,0.435,,0.413,40.676626,-73.977783
P.S._287_BAILEY_K._ASHFORD,13K287,13,1121,0.92,35929.65,0.99,0.91,0.22,0.1,0.88,0.52,0.94,0.88,0.94,0.8,0.77,0.87,2.14,2.1,0.14,1,,71,5,0.7,,,,,0.2,40.697861,-73.981047
SATELLITE_EAST_MIDDLE_SCHOOL,13K31,13,11216,0.856,,0.98,0.78,0.14,0.2,0.88,0.47,0.89,0.86,0.84,0.8,0.79,0.85,2.14,1.99,0.23,2,,89,4,0.45,,,0.5,,0.5,40.685945,-73.945303
P.S._35_DR._PETER_RAY,13K35,13,11216,0.834,4387.97,0.96,0.87,0.11,0.4,0.89,0.44,0.79,0.8,0.86,0.63,0.79,0.79,2.4,1.99,0.26,2,,79,3,0.38,,,0.5,,,40.685945,-73.945303
P.S._37_DANIEL_HALE_WILLIAMS,13K37,13,1121,0.849,36954.58,0.92,0.86,0.29,0.8,0.91,0.32,0.95,0.93,0.92,0.84,0.89,0.95,2.18,2.38,0.38,5,,133,7,0.53,,,1,,0.429,40.701781,-73.981587
SATELLITE_WEST_MIDDLE_SCHOOL,13K313,13,1121,0.859,,1,0.94,0.52,,0.87,0.47,0.91,0.87,0.88,0.84,0.84,0.89,2.19,2.25,0.78,5,,65,2,0.31,,,,,,40.701781,-73.981587
THE_URBAN_ASSEMBLY_UNISON_SCHOOL,13K351,13,11238,0.78,,0.97,0.82,0.14,0.3,0.9,0.37,0.75,0.88,0.68,0.89,0.86,0.87,2.21,2.7,0.52,7,,141,2,0.14,,,0.571,,0.5,40.684336,-73.960549
ACADEMY_OF_ARTS_AND_LETTERS,13K492,13,1125,0.363,6316.9,0.69,0.57,0.17,0.31,0.95,0.1,0.94,0.96,0.9,0.92,0.91,0.93,2.82,2.83,0.298,48,0.229,164,31,0.189,0.161,,0.271,,0.355,40.691059,-73.971016
URBAN_ASSEMBLY_INSTITUTE_OF_MATH_AND_SCIENCE_FOR_YOUNG_WOMEN,13K527,13,1121,0.695,,0.92,0.86,0.14,0.8,0.91,0.28,0.84,0.89,0.82,0.86,0.73,0.88,2.36,2.19,0.51,7,,137,4,0.29,,,0.571,,0.75,40.694639,-73.988307
FORT_GREENE_PREPARATORY_ACADEMY,13K691,13,1125,0.71,,0.96,0.93,0.28,0.4,0.93,0.22,0.74,0.78,0.76,0.7,0.82,0.84,2.27,2.11,0.36,8,,221,4,0.18,,,0.625,,1,40.694425,-73.971627
P.S._16_LEONARD_DUNKLY,14K16,14,11211,0.94,23469.23,0.98,0.94,0.67,0.2,0.92,0.26,0.95,0.95,0.98,0.82,0.88,0.94,2.26,2.41,0.1,1,,13,1,0.1,,,,,,40.705915,-73.962068
P.S._17_HENRY_D._WOODWORTH,14K17,14,11211,0.725,6124.45,0.89,0.87,0.8,0.11,0.93,0.22,0.93,0.9,0.97,0.78,0.86,0.92,2.43,2.7,0.46,6,,13,23,0.177,0.43,,0.333,,0.522,40.715274,-73.957057
P.S._18_EDWARD_BUSH,14K18,14,1126,0.81,4481.53,0.99,0.96,0.8,0.1,0.92,0.31,0.95,0.97,0.97,0.93,0.83,0.98,2.23,2.38,0.26,2,,8,2,0.25,,,,,,40.710655,-73.946565
P.S._23_CARTER_G._WOODSON,14K23,14,1126,0.914,29397.91,0.97,0.95,0.46,0.3,0.89,0.42,0.98,0.97,0.98,0.94,0.89,0.96,2.16,2.36,0.39,4,,14,1,0.96,,,0.75,,0.8,40.694156,-73.94779
P.S._31_SAMUEL_F._DUPONT,14K31,14,11222,0.514,5786.3,0.58,0.48,0.43,0.42,0.95,0.12,0.96,0.91,0.96,0.83,0.85,0.95,3.1,3.41,0.248,51,0.588,211,88,0.417,0.545,,0.627,,0.625,40.726988,-73.954188
P.S._34_OLIVER_H._PERRY,14K34,14,11222,0.35,63982.88,0.27,0.23,0.19,0.73,0.94,0.15,0.96,0.94,0.93,0.84,0.87,0.94,2.97,3.28,0.199,39,0.667,198,61,0.38,0.77,,0.256,0.33,0.197,40.726392,-73.94984
J.H.S._5_JOHN_D._WELLS,14K5,14,11211,0.822,,0.97,0.96,0.82,0.3,0.89,0.4,0.82,0.8,0.81,0.66,0.78,0.85,2.13,2.11,0.42,7,,183,1,0.5,,,0.286,,,40.711863,-73.960049
P.S._59_WILLIAM_FLOYD,14K59,14,1126,0.921,26762.5,0.98,0.95,0.5,0.2,0.89,0.42,0.92,0.96,0.91,0.88,0.84,0.94,2.19,2.26,0.9,1,,117,8,0.68,,,1,,0.625,40.697704,-73.943342
JUAN_MOREL_CAMPOS_SECONDARY_SCHOOL,14K71,14,1126,0.868,,0.95,0.93,0.78,0.5,0.9,0.35,0.88,0.92,0.82,0.88,0.77,0.91,2.6,1.99,0.16,3,,169,1,0.6,,,0.333,,1,40.703878,-73.953472
P.S._84_JOSE_DE_DIEGO,14K84,14,11211,0.577,57582.52,0.73,0.65,0.62,0.27,0.93,0.23,0.93,0.93,0.92,0.84,0.89,0.94,2.43,2.45,0.46,13,,285,17,0.6,,,,0.59,0.118,40.714822,-73.963516
P.S._11_THE_MONITOR,14K11,14,11222,0.44,62585.59,0.36,0.28,0.23,0.64,0.95,0.12,0.98,0.96,0.95,0.9,0.89,0.96,2.72,2.74,0.153,19,0.684,125,22,0.176,0.682,,0.211,,0.45,40.72367,-73.941985
P.S._12_CARLOS_TAPIA,14K12,14,1126,0.871,4417.99,0.99,0.96,0.8,0.1,0.94,0.2,0.97,0.98,0.99,0.94,0.87,0.98,2.17,2.59,0.71,11,,157,25,0.159,,0.91,0.636,0.4,0.72,40.700657,-73.937693
JOHN_ERICSSON_MIDDLE_SCHOOL_126,14K126,14,11222,0.777,,0.88,0.84,0.63,0.12,0.92,0.26,0.87,0.77,0.86,0.66,0.82,0.83,2.25,2.22,0.59,2,0.1,319,9,0.28,,,0.75,,0.667,40.719769,-73.947968
P.S._132_THE_CONSELYEA_SCHOOL,14K132,14,11211,0.516,56594.7,0.67,0.58,0.42,0.33,0.94,0.17,0.86,0.86,0.91,0.8,0.89,0.9,3.2,3.15,0.294,77,0.338,262,15,0.41,0.362,0.13,0.195,0.1,0.21,40.714793,-73.945708
P.S._147_ISAAC_REMSEN,14K147,14,1126,0.849,33658.98,0.94,0.88,0.65,0.6,0.92,0.3,0.94,0.98,0.95,0.94,0.89,0.98,2.27,2.38,0.153,13,,82,15,0.183,,,,,,40.705023,-73.938707
P.S./I.S._157_THE_BENJAMIN_FRANKLIN_HEALTH_&_SCIENCE_ACADEMY,14K157,14,1125,0.859,4279.8,0.98,0.98,0.81,0.2,0.93,0.23,0.94,0.91,0.93,0.87,0.86,0.94,2.2,2.2,0.44,12,,281,6,0.21,,0.83,0.667,,1,40.695397,-73.960005
P.S._196_TEN_EYCK,14K196,14,1126,0.812,38357.99,0.98,0.96,0.78,0.2,0.93,0.25,0.95,0.96,0.95,0.92,0.87,0.98,2.43,2.67,0.21,2,,97,8,0.82,,,,,,40.708781,-73.939529
P.S._25_GEORGE_H._LINDSAY,14K25,14,1126,0.782,34774.99,0.98,0.84,0.73,0.2,0.94,0.22,0.94,0.87,0.9,0.73,0.84,0.93,2.46,2.51,0.7,22,,318,34,0.17,,,0.545,0.29,0.647,40.70674,-73.945664
P.S._257_JOHN_F._HYLAN,14K257,14,1126,0.826,31675.15,0.98,0.97,0.76,0.2,0.94,0.18,0.95,1,0.99,0.98,0.92,0.99,2.76,2.77,0.174,45,,263,37,0.141,,,0.556,,0.486,40.702805,-73.941486
P.S._297_ABRAHAM_STOCKTON,14K297,14,1126,0.916,2872.24,0.99,0.95,0.51,0.1,0.89,0.43,0.85,0.88,0.88,0.81,0.9,0.91,2.2,2.35,0.25,3,,12,11,0.92,,,0.667,,0.818,40.697436,-73.947854
I.S._318_EUGENIO_MARIA_DE_HOSTOS,14K318,14,1126,0.678,,0.87,0.8,0.62,0.13,0.95,0.14,0.87,0.91,0.87,0.85,0.78,0.92,2.59,2.63,0.99,134,0.343,1164,123,0.16,0.374,,0.36,0.8,0.285,40.703215,-73.948503
P.S._38_JOHN_WAYNE_ELEMENTARY,14K38,14,1126,0.814,36627.9,0.93,0.92,0.74,0.7,0.94,0.19,0.88,0.89,0.94,0.81,0.84,0.91,2.59,2.8,0.17,26,,245,41,0.167,,,0.538,0.49,0.537,40.701894,-73.953459
BROOKLYN_ARBOR_ELEMENTARY_SCHOOL,14K414,14,11238,0.646,44742.59,0.74,0.7,0.67,0.26,0.95,0.13,0.84,0.92,0.91,0.88,0.93,0.97,2.27,2.57,0.96,26,0.154,271,48,0.177,0.14,,0.385,,0.479,40.709823,-73.954488
CONSELYEA_PREPARATORY_SCHOOL,14K577,14,11211,0.551,,0.65,0.62,0.59,0.35,0.95,0.16,0.92,0.91,0.88,0.89,0.78,0.92,2.85,2.6,0.18,85,0.282,44,54,0.134,0.556,,0.318,,0.24,40.715274,-73.957057
M.S._582,14K582,14,1126,0.825,,0.97,0.95,0.72,0.3,0.92,0.29,0.97,0.96,0.93,0.92,0.84,0.95,2.38,2.15,0.33,7,0.143,211,1,0.5,,,0.429,,1,40.708781,-73.939529
LYONS_COMMUNITY_SCHOOL,14K586,14,1126,0.843,,0.99,0.97,0.56,0.1,0.88,0.39,0.85,0.95,0.84,0.92,0.84,0.93,2.11,1.89,,,,11,,,,,,,,40.709765,-73.944519
YOUNG_WOMEN'S_LEADERSHIP_SCHOOL_OF_BROOKLYN,14K614,14,1126,0.68,,0.98,0.91,0.33,0.2,0.92,0.26,0.84,0.88,0.85,0.83,0.81,0.93,2.52,2.44,0.26,3,,116,4,0.34,,,,,,40.705023,-73.938707
P.S._1_THE_BERGEN,15K1,15,1122,0.829,42845.8,0.96,0.89,0.88,0.4,0.95,0.13,0.84,0.79,0.88,0.68,0.83,0.89,2.35,2.6,0.45,23,,525,51,0.97,,0.43,0.783,0.78,0.647,40.648687,-74.011252
"MAGNET_SCHOOL_OF_MATH,_SCIENCE_AND_DESIGN_TECHNOLOGY",15K1,15,11215,0.334,77828.57,0.51,0.39,0.31,0.49,0.96,0.7,0.92,0.87,0.96,0.8,0.93,0.91,3,3.28,0.327,11,0.618,344,142,0.413,0.592,,0.82,0.21,0.63,40.660884,-73.98594
P.S._15_PATRICK_F._DALY,15K15,15,11231,0.89,36259.2,0.87,0.81,0.51,0.13,0.92,0.32,0.9,0.94,0.9,0.85,0.88,0.94,2.39,2.63,0.135,15,0.267,11,24,0.218,,,0.267,,0.5,40.677069,-74.011851
P.S._24,15K24,15,11232,0.799,42541.58,0.96,0.91,0.91,0.4,0.96,0.1,0.81,0.83,0.85,0.64,0.83,0.86,2.12,2.43,0.1,3,,322,18,0.56,0.111,,,0.222,0.722,40.652818,-74.004496
P.S._29_JOHN_M._HARRIGAN,15K29,15,1121,0.94,11377.13,0.26,0.15,0.11,0.74,0.96,0.5,0.92,0.96,0.97,0.91,0.96,0.98,3.32,3.58,0.339,111,0.739,327,151,0.462,0.781,,0.27,,0.13,40.686935,-73.99771
P.S._32_SAMUEL_MILLS_SPROLE,15K32,15,11231,0.491,67461.95,0.59,0.48,0.26,0.41,0.94,0.15,0.88,0.93,0.92,0.9,0.93,0.97,2.7,3.19,0.198,35,0.629,177,7,0.395,0.671,,0.171,,0.214,40.680431,-73.991704
P.S._38_THE_PACIFIC,15K38,15,11217,0.64,55574.87,0.79,0.63,0.26,0.21,0.93,0.25,0.93,0.93,0.93,0.86,0.93,0.93,2.54,2.73,0.242,44,0.23,18,58,0.322,0.34,,0.5,,0.517,40.684964,-73.982824
P.S._39_HENRY_BRISTOW,15K39,15,11215,0.174,9612.36,0.24,0.15,0.09,0.76,0.96,0.5,0.87,0.8,0.89,0.69,0.92,0.83,3.3,3.45,0.57,77,0.71,152,71,0.467,0.761,,0.91,,0.28,40.668666,-73.982912
M.S._51_WILLIAM_ALEXANDER,15K51,15,11215,0.248,,0.43,0.29,0.19,0.57,0.97,0.3,0.87,0.88,0.89,0.85,0.74,0.9,3.5,3.49,0.52,482,0.654,856,461,0.539,0.651,,0.139,0.4,0.141,40.67218,-73.984625
P.S._58_THE_CARROLL,15K58,15,11231,0.135,15151.5,0.28,0.15,0.12,0.72,0.96,0.5,0.91,0.94,0.97,0.92,0.95,0.94,3.24,3.47,0.375,13,0.754,351,16,0.456,0.744,,0.23,,0.44,40.68043,-73.99566
J.H.S._88_PETER_ROUGET,15K88,15,11215,0.719,,0.9,0.71,0.6,0.1,0.95,0.13,0.89,0.87,0.86,0.77,0.78,0.9,2.58,2.67,0.14,118,0.169,146,142,0.136,0.141,,0.746,0.42,0.725,40.660494,-73.9883
P.S._94_THE_HENRY_LONGFELLOW,15K94,15,1122,0.852,31997.48,0.99,0.37,0.37,0.1,0.97,0.7,0.9,0.83,0.91,0.77,0.81,0.87,2.31,2.78,0.7,49,,722,27,0.287,0.5,0.2,0.163,0.266,0.14,40.643673,-74.008715
P.S._17_JOHN_W._KIMBALL,15K17,15,11215,0.92,13244.94,0.23,0.14,0.1,0.77,0.96,0.3,0.98,0.91,0.95,0.88,0.92,0.93,3.35,3.6,0.345,86,0.849,248,118,0.476,0.831,,0.23,,0.42,40.663015,-73.981125
P.S._124_SILAS_B._DUTCHER,15K124,15,11215,0.647,63778.77,0.82,0.57,0.51,0.18,0.94,0.15,0.9,0.8,0.95,0.63,0.83,0.86,2.59,2.61,0.62,8,0.25,129,18,0.14,0.56,,0.25,0.56,0.444,40.667492,-73.990697
P.S._13_THE_PARKSIDE,15K13,15,11218,0.536,66731.9,0.6,0.34,0.27,0.4,0.96,0.9,0.92,0.87,0.93,0.82,0.86,0.9,2.69,2.84,0.124,34,0.529,28,44,0.157,0.364,,0.412,0.45,0.49,40.648959,-73.975848
P.S._131_BROOKLYN,15K131,15,11219,0.798,34945.93,0.91,0.56,0.55,0.9,0.95,0.12,0.94,0.96,0.97,0.89,0.83,0.97,2.64,2.93,0.11,49,,491,19,0.222,,0.2,0.592,0.128,0.486,40.640784,-73.993347
I.S._136_CHARLES_O._DEWEY,15K136,15,11232,0.89,,0.93,0.87,0.84,0.7,0.94,0.19,0.91,0.94,0.89,0.87,0.83,0.94,2.19,2.13,0.42,19,,48,15,0.31,0.67,,0.947,0.67,1,40.652095,-74.007424
"THE_BROOKLYN_NEW_SCHOOL,_P.S._146",15K146,15,11231,0.351,64358.48,0.56,0.42,0.22,0.44,0.95,0.12,0.97,0.99,0.95,0.99,0.95,0.98,2.96,2.96,0.83,1,,13,4,0.38,,,,,,40.679432,-74.001943
THE_WINDSOR_TERRACE_SCHOOL,15K154,15,11215,0.232,85598.17,0.36,0.22,0.19,0.64,0.96,0.7,0.88,0.93,0.99,0.9,0.94,0.97,3.28,3.28,0.39,85,0.694,218,93,0.427,0.677,,0.94,,0.75,40.657119,-73.976048
